Name,NickName,Age,Birthday,Gender,Height,Weight,Weight_class,Url,RecordDraws,RecordLosses,RecordNoContests,RecordWins,WeightClassAbbreviation,WeightClassId,Stance
Fabian Gonzalez,N/A,N/A,N/A,N/A,70,135,N/A,http://www.ufc.com/athlete/fabian-gonzalez,0,1,0,2,N/A,N/A,N/A
Andy Waters,N/A,N/A,N/A,N/A,72,170,N/A,http://www.ufc.com/athlete/andy-waters,0,2,0,1,N/A,N/A,N/A
Ralph Dillon,Rage,N/A,N/A,N/A,74,205,N/A,http://www.ufc.com/athlete/ralph-dillon,1,2,0,0,N/A,N/A,Orthodox
Scott McDonald,N/A,N/A,N/A,N/A,0,0,N/A,http://www.ufc.com/athlete/scott-mcdonald,0,0,0,1,N/A,N/A,N/A
Ian Butler,N/A,N/A,N/A,N/A,68,155,N/A,http://www.ufc.com/athlete/ian-butler,0,3,1,3,N/A,N/A,N/A
JJ Ambrose,N/A,N/A,N/A,N/A,70,170,N/A,http://www.ufc.com/athlete/jj-ambrose,0,7,2,28,N/A,N/A,Orthodox
Nick Piedmont,No Limit,N/A,N/A,N/A,70,145,N/A,http://www.ufc.com/athlete/nick-piedmont,1,7,0,12,N/A,N/A,N/A
Jamie Houston,N/A,N/A,N/A,N/A,0,185,N/A,http://www.ufc.com/athlete/jamie-houston,0,0,0,3,N/A,N/A,N/A
Yuji Nagata,N/A,56,4/24/1968,N/A,72,225,N/A,http://www.ufc.com/athlete/yuji-nagata,0,2,0,0,N/A,N/A,Orthodox
Sam Watford,N/A,N/A,N/A,N/A,N/A,155,N/A,http://www.ufc.com/athlete/sam-watford,0,2,0,2,N/A,N/A,N/A
Kier Gooch,N/A,38,4/21/1986,N/A,0,155,N/A,http://www.ufc.com/athlete/kier-gooch,0,7,0,2,N/A,N/A,N/A
Rodolfo Marques Diniz,N/A,41,1/23/1984,N/A,66,135,N/A,http://www.ufc.com/athlete/rodolfo-marques-diniz,1,9,0,23,N/A,N/A,N/A
Miles McDonald,N/A,33,8/13/1991,N/A,67,115,N/A,http://www.ufc.com/athlete/miles-mcdonald,0,1,0,2,N/A,N/A,N/A
Raphael Butler,The Silencer,41,1/4/1984,N/A,75,261,N/A,http://www.ufc.com/athlete/raphael-butler,1,2,0,9,N/A,N/A,N/A
Bertrand Amoussou,N/A,N/A,N/A,N/A,68,190,N/A,http://www.ufc.com/athlete/bertrand-amoussou,0,1,0,1,N/A,N/A,Orthodox
Chris Inman,N/A,N/A,N/A,N/A,0,0,N/A,http://www.ufc.com/athlete/chris-inman,0,0,0,1,N/A,N/A,N/A
Brandon Polcare,N/A,N/A,N/A,N/A,N/A,125,N/A,http://www.ufc.com/athlete/brandon-polcare,0,1,0,1,N/A,N/A,N/A
Blake Watkins,N/A,N/A,N/A,N/A,0,185,N/A,http://www.ufc.com/athlete/blake-watkins,0,1,0,5,N/A,N/A,N/A
Todd Gouwenberg,N/A,50,9/25/1974,N/A,73,205,N/A,http://www.ufc.com/athlete/todd-gouwenberg,0,5,0,9,N/A,N/A,Orthodox
Joe Camacho,N/A,52,3/10/1972,N/A,69,155,N/A,http://www.ufc.com/athlete/joe-camacho,3,19,0,13,N/A,N/A,Orthodox
Logan Nail,N/A,35,6/20/1989,N/A,0,185,N/A,http://www.ufc.com/athlete/logan-nail,0,1,0,1,N/A,N/A,N/A
Liam McGeary,N/A,42,10/4/1982,N/A,78,205,N/A,http://www.ufc.com/athlete/liam-mcgeary,0,2,0,12,N/A,N/A,N/A
Derek Anderson,Barbaric,34,2/2/1990,N/A,72,155,N/A,http://www.ufc.com/athlete/derek-anderson,0,3,1,14,N/A,N/A,N/A
Helio Dipp,N/A,N/A,N/A,N/A,77,185,N/A,http://www.ufc.com/athlete/helio-dipp,0,3,0,6,N/A,N/A,Orthodox
Katsuya Inoue,N/A,45,8/10/1979,N/A,69,168,N/A,http://www.ufc.com/athlete/katsuya-inoue,4,9,0,19,N/A,N/A,Southpaw
Philip Preece,N/A,N/A,N/A,N/A,68,205,N/A,http://www.ufc.com/athlete/philip-preece,0,14,0,10,N/A,N/A,Orthodox
Enrique Watson,N/A,N/A,N/A,N/A,0,185,N/A,http://www.ufc.com/athlete/enrique-watson,0,1,0,3,N/A,N/A,N/A
Justin Governale,The Therapist,N/A,N/A,N/A,0,145,N/A,http://www.ufc.com/athlete/justin-governale,0,5,0,5,N/A,N/A,N/A
Ryan McGivern,N/A,45,1/17/1980,N/A,72,185,N/A,http://www.ufc.com/athlete/ryan-mcgivern,0,7,0,13,N/A,N/A,Orthodox
Derek Campos,The Stallion,36,4/1/1988,N/A,69,155,N/A,http://www.ufc.com/athlete/derek-campos,0,6,0,19,N/A,N/A,N/A
Angelo Antonio,N/A,N/A,N/A,N/A,0,205,N/A,http://www.ufc.com/athlete/angelo-antonio,0,4,0,1,N/A,N/A,Orthodox
Takeshi Inoue,Lion,44,3/18/1980,N/A,68,145,N/A,http://www.ufc.com/athlete/takeshi-inoue,0,10,0,23,N/A,N/A,N/A
Anthony Do,N/A,N/A,N/A,N/A,64,125,N/A,http://www.ufc.com/athlete/anthony-do,0,2,0,4,N/A,N/A,N/A
Yukiya Naito,N/A,N/A,N/A,N/A,73,205,N/A,http://www.ufc.com/athlete/yukiya-naito,2,6,0,15,N/A,N/A,Orthodox
Brent Primus,N/A,39,4/12/1985,N/A,70,155,N/A,http://www.ufc.com/athlete/brent-primus,0,0,0,8,N/A,N/A,N/A
Daniel Weichel,The Weasel,40,11/22/1984,N/A,70,145,N/A,http://www.ufc.com/athlete/daniel-weichel,0,9,0,39,N/A,N/A,N/A
Ralek Gracie,N/A,39,10/4/1985,N/A,74,210,N/A,http://www.ufc.com/athlete/ralek-gracie,0,1,0,3,N/A,N/A,Orthodox
Jose Canseco,N/A,60,7/2/1964,N/A,76,240,N/A,http://www.ufc.com/athlete/jose-canseco,0,1,0,0,N/A,N/A,Orthodox
Jason Medina,N/A,N/A,N/A,N/A,69,180,N/A,http://www.ufc.com/athlete/jason-medina,1,15,0,21,N/A,N/A,N/A
Veta Arteaga,N/A,N/A,N/A,N/A,67,125,N/A,http://www.ufc.com/athlete/veta-arteaga,0,1,0,3,N/A,N/A,N/A
Andrews Nakahara,N/A,41,3/12/1983,N/A,73,185,N/A,http://www.ufc.com/athlete/andrews-nakahara,2,4,0,5,N/A,N/A,Orthodox
John Donaldson,J.T.,32,7/9/1992,N/A,68,145,N/A,http://www.ufc.com/athlete/john-donaldson,0,2,0,2,N/A,N/A,N/A
Bubba Pugh,N/A,N/A,N/A,N/A,70,185,N/A,http://www.ufc.com/athlete/bubba-pugh,0,3,0,3,N/A,N/A,N/A
Bo Cantrell,Redrum,55,2/8/1969,N/A,74,235,N/A,http://www.ufc.com/athlete/bo-cantrell,0,10,0,10,N/A,N/A,Orthodox
Miika Mehmet,N/A,N/A,N/A,N/A,0,205,N/A,http://www.ufc.com/athlete/miika-mehmet,0,5,0,3,N/A,N/A,Orthodox
Yusaku Nakamura,N/A,38,6/21/1986,N/A,65,145,N/A,http://www.ufc.com/athlete/yusaku-nakamura,1,4,0,14,N/A,N/A,N/A
Jordan Dowdy,N/A,N/A,N/A,N/A,N/A,170,N/A,http://www.ufc.com/athlete/jordan-dowdy,0,3,0,4,N/A,N/A,N/A
Hugh Pulley,N/A,N/A,N/A,N/A,72,155,N/A,http://www.ufc.com/athlete/hugh-pulley,0,3,0,6,N/A,N/A,N/A
Remo Cardarelli,N/A,N/A,N/A,N/A,0,135,N/A,http://www.ufc.com/athlete/remo-cardarelli,0,5,0,7,N/A,N/A,N/A
Javy Ayala,Eye Candy,36,8/20/1988,N/A,73,265,N/A,http://www.ufc.com/athlete/javy-ayala,0,5,0,10,N/A,N/A,N/A
Fabio Nascimento,Negao,N/A,N/A,N/A,70,185,N/A,http://www.ufc.com/athlete/fabio-nascimento,0,6,0,11,N/A,N/A,Orthodox
John Doyle,The Iron Bull,48,11/21/1976,N/A,71,205,N/A,http://www.ufc.com/athlete/john-doyle,0,22,1,11,N/A,N/A,Orthodox
Bryce Mejia,N/A,N/A,N/A,N/A,73,170,N/A,http://www.ufc.com/athlete/bryce-mejia,0,1,0,3,N/A,N/A,N/A
Gary Quan,N/A,53,4/11/1971,N/A,68,143,N/A,http://www.ufc.com/athlete/gary-quan,0,5,0,3,N/A,N/A,N/A
Jordan Bailey,N/A,N/A,N/A,N/A,69,145,N/A,http://www.ufc.com/athlete/jordan-bailey,0,3,0,6,N/A,N/A,N/A
Gabriel Carrasco,N/A,N/A,N/A,N/A,66,135,N/A,http://www.ufc.com/athlete/gabriel-carrasco,0,0,0,7,N/A,N/A,N/A
Marcio Navarro,The Locomotive,46,9/17/1978,N/A,72,155,N/A,http://www.ufc.com/athlete/marcio-navarro,0,14,0,14,N/A,N/A,N/A
Fabio Mello,N/A,N/A,N/A,N/A,65,155,N/A,http://www.ufc.com/athlete/fabio-mello,0,8,0,11,N/A,N/A,Southpaw
Ryan Quinn,N/A,N/A,N/A,N/A,68,145,N/A,http://www.ufc.com/athlete/ryan-quinn,1,7,0,13,N/A,N/A,N/A
Antonio Duarte,Tigre,N/A,N/A,N/A,67,135,N/A,http://www.ufc.com/athlete/antonio-duarte,0,7,0,19,N/A,N/A,N/A
Stephen Banaszak,N/A,34,12/7/1990,N/A,72,145,N/A,http://www.ufc.com/athlete/stephen-banaszak,0,5,0,5,N/A,N/A,N/A
Cody Carrillo,N/A,N/A,N/A,N/A,70,155,N/A,http://www.ufc.com/athlete/cody-carrillo,0,16,0,11,N/A,N/A,N/A
Joe Neal,Nine Lives,38,7/29/1986,N/A,66,135,N/A,http://www.ufc.com/athlete/joe-neal,0,2,0,6,N/A,N/A,N/A
Steve Mensing,The Machine,47,12/6/1977,N/A,71,185,N/A,http://www.ufc.com/athlete/steve-mensing,2,13,1,9,N/A,N/A,Orthodox
Saul Elizondo,N/A,39,7/17/1985,N/A,67,135,N/A,http://www.ufc.com/athlete/saul-elizondo,0,8,0,6,N/A,N/A,N/A
Matt Ramirez,The Machine,N/A,N/A,N/A,65,125,N/A,http://www.ufc.com/athlete/matt-ramirez,0,3,0,2,N/A,N/A,N/A
Eric Irvin,N/A,39,1/10/1986,N/A,68,155,N/A,http://www.ufc.com/athlete/eric-irvin,0,4,0,11,N/A,N/A,N/A
Roger Carroll,The Leprechaun,N/A,N/A,N/A,70,170,N/A,http://www.ufc.com/athlete/roger-carroll,0,14,0,16,N/A,N/A,N/A
Junior Barata,N/A,43,1/25/1982,N/A,70,170,N/A,http://www.ufc.com/athlete/junior-barata,1,3,0,9,N/A,N/A,Orthodox
Julio Cesar Neves Jr.,Morceguinho,30,4/25/1994,N/A,68,145,N/A,http://www.ufc.com/athlete/julio-cesar-neves-jr.,0,1,0,33,N/A,N/A,N/A
Neiman Gracie,N/A,N/A,N/A,N/A,72,170,N/A,http://www.ufc.com/athlete/neiman-gracie,0,0,0,6,N/A,N/A,N/A
Gabriel Miglioli,Biel,N/A,N/A,N/A,68,170,N/A,http://www.ufc.com/athlete/gabriel-miglioli,0,9,0,9,N/A,N/A,N/A
Steve Ramirez,N/A,N/A,N/A,N/A,67,125,N/A,http://www.ufc.com/athlete/steve-ramirez,0,2,0,5,N/A,N/A,N/A
Marius Enache,N/A,49,10/16/1975,N/A,71,155,N/A,http://www.ufc.com/athlete/marius-enache,0,3,0,3,N/A,N/A,N/A
Eiji Ishikawa,N/A,45,10/12/1979,N/A,70,170,N/A,http://www.ufc.com/athlete/eiji-ishikawa,3,24,0,29,N/A,N/A,N/A
Jose Barreto,N/A,N/A,N/A,N/A,0,185,N/A,http://www.ufc.com/athlete/jose-barreto,0,1,0,0,N/A,N/A,Southpaw
Bruno Carvalho,N/A,42,6/7/1982,N/A,68,154,N/A,http://www.ufc.com/athlete/bruno-carvalho,0,5,0,10,N/A,N/A,N/A
Sam Greco,N/A,57,5/3/1967,N/A,74,205,N/A,http://www.ufc.com/athlete/sam-greco,1,1,0,3,N/A,N/A,Orthodox
Emanuel Newton,The Hardcore Kid,41,1/2/1984,N/A,73,205,N/A,http://www.ufc.com/athlete/emanuel-newton,1,12,0,26,N/A,N/A,N/A
Vitaly Minakov,N/A,39,2/6/1985,N/A,74,249,N/A,http://www.ufc.com/athlete/vitaly-minakov,0,0,0,20,N/A,N/A,N/A
Amador Ramirez,N/A,34,6/14/1990,N/A,0,135,N/A,http://www.ufc.com/athlete/amador-ramirez,0,4,0,5,N/A,N/A,N/A
Nick Ertl,N/A,N/A,N/A,N/A,69,155,N/A,http://www.ufc.com/athlete/nick-ertl,0,6,0,8,N/A,N/A,N/A
Hiroshi Izumi,N/A,42,6/22/1982,N/A,0,205,N/A,http://www.ufc.com/athlete/hiroshi-izumi,0,2,0,4,N/A,N/A,Orthodox
Rafael Carvalho,N/A,38,7/27/1986,N/A,75,185,N/A,http://www.ufc.com/athlete/rafael-carvalho,0,1,0,14,N/A,N/A,N/A
Salvador Becerra,N/A,N/A,N/A,N/A,69,155,N/A,http://www.ufc.com/athlete/salvador-becerra,0,2,0,5,N/A,N/A,N/A
Khomkrit Niimi,The Bumblebee,N/A,N/A,N/A,62,125,N/A,http://www.ufc.com/athlete/khomkrit-niimi,0,10,0,6,N/A,N/A,N/A
Rodrigo Gripp de Sousa,Riscado,N/A,N/A,N/A,71,205,N/A,http://www.ufc.com/athlete/rodrigo-gripp-de-sousa,0,9,0,7,N/A,N/A,Orthodox
Mike Minniger,N/A,N/A,N/A,N/A,0,0,N/A,http://www.ufc.com/athlete/mike-minniger,0,0,0,0,N/A,N/A,N/A
Andrew Ramm,The,N/A,N/A,N/A,73,160,N/A,http://www.ufc.com/athlete/andrew-ramm,0,4,0,4,N/A,N/A,N/A
Chel Erwin-Davis,The First Sun,N/A,N/A,N/A,72,170,N/A,http://www.ufc.com/athlete/chel-erwin-davis,0,1,0,5,N/A,N/A,N/A
Raul Castillo,N/A,N/A,N/A,N/A,71,185,N/A,http://www.ufc.com/athlete/raul-castillo,0,1,0,7,N/A,N/A,Orthodox
Eric Bedard,Lucky Strikes,40,9/11/1984,N/A,74,239,N/A,http://www.ufc.com/athlete/eric-bedard,0,7,0,6,N/A,N/A,N/A
Kenyon Jackson,N/A,N/A,N/A,N/A,72,185,N/A,http://www.ufc.com/athlete/kenyon-jackson,0,3,0,4,N/A,N/A,N/A
Fabricio Guerreiro,N/A,34,7/24/1990,N/A,70,145,N/A,http://www.ufc.com/athlete/fabricio-guerreiro,0,5,1,21,N/A,N/A,N/A
Damir Mirenic,Wolf,50,8/2/1974,N/A,72,185,N/A,http://www.ufc.com/athlete/damir-mirenic,0,4,0,9,N/A,N/A,Orthodox
Raou Raou,N/A,N/A,N/A,N/A,68,195,N/A,http://www.ufc.com/athlete/raou-raou,0,1,0,0,N/A,N/A,Orthodox
Hans Nijman,N/A,65,10/23/1959,N/A,72,250,N/A,http://www.ufc.com/athlete/hans-nijman,0,7,0,9,N/A,N/A,Switch
Rubin Williams,Mr. Hollywood,48,4/9/1976,N/A,73,185,N/A,http://www.ufc.com/athlete/rubin-williams,0,1,0,0,N/A,N/A,Orthodox
Scott Ettling,N/A,N/A,N/A,N/A,N/A,135,N/A,http://www.ufc.com/athlete/scott-ettling,0,2,0,4,N/A,N/A,N/A
Jared Chaffee,N/A,40,12/15/1984,N/A,70,155,N/A,http://www.ufc.com/athlete/jared-chaffee,0,2,0,5,N/A,N/A,N/A
Jaime Jara,El Cucui,55,8/2/1969,N/A,73,205,N/A,http://www.ufc.com/athlete/jaime-jara,0,18,1,38,N/A,N/A,Southpaw
Karla Benitez,N/A,N/A,N/A,N/A,63,113,N/A,http://www.ufc.com/athlete/karla-benitez,1,11,1,14,N/A,N/A,N/A
Chris Guillen,N/A,52,12/9/1972,N/A,72,240,N/A,http://www.ufc.com/athlete/chris-guillen,0,16,0,13,N/A,N/A,Orthodox
Talita Nogueira,Treta,39,10/13/1985,N/A,70,145,N/A,http://www.ufc.com/athlete/talita-nogueira,0,0,0,6,N/A,N/A,N/A
Neal Ewing,N/A,39,9/30/1985,N/A,0,185,N/A,http://www.ufc.com/athlete/neal-ewing,0,0,0,6,N/A,N/A,N/A
Keenan Raymond,N/A,N/A,N/A,N/A,N/A,165,N/A,http://www.ufc.com/athlete/keenan-raymond,0,3,0,3,N/A,N/A,N/A
Greg Wilson,N/A,36,10/2/1988,N/A,0,155,N/A,http://www.ufc.com/athlete/greg-wilson,0,3,0,2,N/A,N/A,N/A
Louis Jauregui,N/A,N/A,N/A,N/A,67,170,N/A,http://www.ufc.com/athlete/louis-jauregui,0,2,0,4,N/A,N/A,N/A
David Blanco,N/A,N/A,N/A,N/A,67,145,N/A,http://www.ufc.com/athlete/david-blanco,0,0,0,2,N/A,N/A,N/A
Ion Cherdivara,N/A,N/A,N/A,N/A,0,205,N/A,http://www.ufc.com/athlete/ion-cherdivara,0,1,0,1,N/A,N/A,N/A
Joao Paulo Faria,N/A,N/A,N/A,N/A,69,155,N/A,http://www.ufc.com/athlete/joao-paulo-faria,0,1,0,1,N/A,N/A,N/A
Justin Guthrie,N/A,44,1/19/1981,N/A,73,170,N/A,http://www.ufc.com/athlete/justin-guthrie,0,9,0,18,N/A,N/A,N/A
Sean Wilson,P-Town,42,10/20/1982,N/A,68,145,N/A,http://www.ufc.com/athlete/sean-wilson,0,29,0,36,N/A,N/A,N/A
Dan O'Connor,Johnny Irish,42,11/17/1982,N/A,64,115,N/A,http://www.ufc.com/athlete/dan-o'connor,0,6,1,6,N/A,N/A,N/A
Dennis Reed,N/A,N/A,N/A,N/A,0,205,N/A,http://www.ufc.com/athlete/dennis-reed,1,62,0,45,N/A,N/A,Orthodox
Jay Bogan,N/A,N/A,N/A,N/A,0,145,N/A,http://www.ufc.com/athlete/jay-bogan,0,6,0,6,N/A,N/A,N/A
Bryanna Fissori,N/A,N/A,N/A,N/A,64,145,N/A,http://www.ufc.com/athlete/bryanna-fissori,0,4,0,2,N/A,N/A,N/A
Bubba Jenkins,The Highlight Kid,36,2/5/1988,N/A,67,145,N/A,http://www.ufc.com/athlete/bubba-jenkins,0,4,0,11,N/A,N/A,N/A
Hong Man Choi,Techno Goliath,44,10/30/1980,N/A,86,330,N/A,http://www.ufc.com/athlete/hong-man-choi,0,5,0,4,N/A,N/A,Orthodox
Kevin Haley,The North Woods Nightmare,N/A,N/A,N/A,74,205,N/A,http://www.ufc.com/athlete/kevin-haley,0,4,0,6,N/A,N/A,N/A
Chris Wright,N/A,N/A,N/A,N/A,0,0,N/A,http://www.ufc.com/athlete/chris-wright,1,5,0,8,N/A,N/A,N/A
Jeremiah O'Neal,N/A,47,10/25/1977,N/A,68,260,N/A,http://www.ufc.com/athlete/jeremiah-o'neal,0,25,0,13,N/A,N/A,N/A
Derek Bohi,Marshmallow,N/A,N/A,N/A,76,260,N/A,http://www.ufc.com/athlete/derek-bohi,0,5,0,8,N/A,N/A,N/A
James Reese,JP,44,12/21/1980,N/A,69,155,N/A,http://www.ufc.com/athlete/james-reese,0,10,0,11,N/A,N/A,N/A
Bobby Flynn,N/A,N/A,N/A,N/A,0,170,N/A,http://www.ufc.com/athlete/bobby-flynn,0,4,0,6,N/A,N/A,N/A
Brandon Halsey,Bull,38,9/16/1986,N/A,72,185,N/A,http://www.ufc.com/athlete/brandon-halsey,0,3,0,9,N/A,N/A,N/A
Gilbert Jimenez,N/A,N/A,N/A,N/A,N/A,155,N/A,http://www.ufc.com/athlete/gilbert-jimenez,1,12,1,8,N/A,N/A,N/A
Masakatsu Okuda,N/A,N/A,N/A,N/A,0,0,N/A,http://www.ufc.com/athlete/masakatsu-okuda,0,5,0,8,N/A,N/A,N/A
Steven Ciaccio,Stryker,N/A,N/A,N/A,72,170,N/A,http://www.ufc.com/athlete/steven-ciaccio,0,4,0,4,N/A,N/A,N/A
Ben Reiter,The Hunter,37,6/27/1987,N/A,75,185,N/A,http://www.ufc.com/athlete/ben-reiter,1,2,0,17,N/A,N/A,N/A
Rubens Xavier,Macula,N/A,N/A,N/A,75,220,N/A,http://www.ufc.com/athlete/rubens-xavier,0,3,0,5,N/A,N/A,Orthodox
Kotetsu Boku,N/A,47,5/27/1977,N/A,69,154,N/A,http://www.ufc.com/athlete/kotetsu-boku,2,11,0,25,N/A,N/A,Orthodox
Claudionor Fontinelle,N/A,N/A,N/A,N/A,65,185,N/A,http://www.ufc.com/athlete/claudionor-fontinelle,1,15,0,10,N/A,N/A,Orthodox
Dean Hancock,The Hammer,N/A,N/A,N/A,N/A,155,N/A,http://www.ufc.com/athlete/dean-hancock,0,1,0,2,N/A,N/A,N/A
Nikolajus Cilkinas,N/A,N/A,N/A,N/A,0,0,N/A,http://www.ufc.com/athlete/nikolajus-cilkinas,0,6,0,2,N/A,N/A,Orthodox
Andy Ologun,N/A,41,6/12/1983,N/A,72,154,N/A,http://www.ufc.com/athlete/andy-ologun,0,1,0,3,N/A,N/A,Orthodox
Mike Richman,The Marine,39,6/23/1985,N/A,68,135,N/A,http://www.ufc.com/athlete/mike-richman,0,7,0,18,N/A,N/A,N/A
Yoshihisa Yamamoto,N/A,54,7/4/1970,N/A,74,220,N/A,http://www.ufc.com/athlete/yoshihisa-yamamoto,1,25,0,14,N/A,N/A,Southpaw
Kyle Bolt,N/A,N/A,N/A,N/A,74,185,N/A,http://www.ufc.com/athlete/kyle-bolt,0,4,0,8,N/A,N/A,N/A
Codale Ford,Crunch Time,45,5/13/1979,N/A,69,170,N/A,http://www.ufc.com/athlete/codale-ford,0,9,0,11,N/A,N/A,N/A
Baru Harn,Seiryu,N/A,N/A,N/A,0,265,N/A,http://www.ufc.com/athlete/baru-harn,0,2,0,1,N/A,N/A,N/A
Johnny Cisneros,The Tattooed Terror,44,2/5/1980,N/A,71,170,N/A,http://www.ufc.com/athlete/johnny-cisneros,0,6,0,9,N/A,N/A,N/A
Dave Rickels,The Caveman,36,1/5/1989,N/A,71,155,N/A,http://www.ufc.com/athlete/dave-rickels,0,4,2,18,N/A,N/A,N/A
Luc Bondole,N/A,N/A,N/A,N/A,74,205,N/A,http://www.ufc.com/athlete/luc-bondole,2,2,0,5,N/A,N/A,N/A
Atsushi Yamamoto,N/A,44,10/2/1980,N/A,66,139,N/A,http://www.ufc.com/athlete/atsushi-yamamoto,3,11,0,19,N/A,N/A,Orthodox
Dennis Olson,N/A,N/A,N/A,N/A,72,170,N/A,http://www.ufc.com/athlete/dennis-olson,0,11,0,14,N/A,N/A,N/A
Mason Fowler,N/A,N/A,N/A,N/A,71,170,N/A,http://www.ufc.com/athlete/mason-fowler,0,0,0,2,N/A,N/A,N/A
Brad Mitchell,N/A,50,10/10/1974,N/A,71,145,N/A,http://www.ufc.com/athlete/brad-mitchell,0,2,1,4,N/A,N/A,N/A
Scott Harper,N/A,52,4/14/1972,N/A,72,185,N/A,http://www.ufc.com/athlete/scott-harper,0,7,0,12,N/A,N/A,Orthodox
Maria Rios,N/A,41,5/31/1983,N/A,65,125,N/A,http://www.ufc.com/athlete/maria-rios,0,3,0,2,N/A,N/A,N/A
John Clarke,N/A,47,8/15/1977,N/A,0,170,N/A,http://www.ufc.com/athlete/john-clarke,0,1,0,1,N/A,N/A,N/A
Megumi Fujii,Mega Megu,50,4/26/1974,N/A,63,113,N/A,http://www.ufc.com/athlete/megumi-fujii,0,3,0,26,N/A,N/A,N/A
Goiti Yamauchi,N/A,32,1/5/1993,N/A,70,145,N/A,http://www.ufc.com/athlete/goiti-yamauchi,0,3,0,21,N/A,N/A,N/A
Tony Bonello,The Gun,N/A,N/A,N/A,74,185,N/A,http://www.ufc.com/athlete/tony-bonello,1,3,1,16,N/A,N/A,N/A
Jorge Ortiz,The Naked Man,N/A,N/A,N/A,72,185,N/A,http://www.ufc.com/athlete/jorge-ortiz,1,9,1,18,N/A,N/A,Orthodox
Clay Mitchell,N/A,N/A,N/A,N/A,74,185,N/A,http://www.ufc.com/athlete/clay-mitchell,0,2,0,1,N/A,N/A,N/A
Dhafir Harris,Dada 5000,47,8/4/1977,N/A,N/A,257,N/A,http://www.ufc.com/athlete/dhafir-harris,0,0,1,2,N/A,N/A,N/A
Mario Rivera,N/A,N/A,N/A,N/A,70,170,N/A,http://www.ufc.com/athlete/mario-rivera,0,8,0,6,N/A,N/A,N/A
Keisuke Fujiwara,N/A,N/A,N/A,N/A,66,139,N/A,http://www.ufc.com/athlete/keisuke-fujiwara,5,12,0,17,N/A,N/A,Switch
Marcos Bonilla,Murder Marx,N/A,N/A,N/A,70,145,N/A,http://www.ufc.com/athlete/marcos-bonilla,0,4,0,4,N/A,N/A,N/A
Takafumi Otsuka,N/A,N/A,N/A,N/A,66,139,N/A,http://www.ufc.com/athlete/takafumi-otsuka,2,13,0,22,N/A,N/A,Orthodox
Chris Coggins,N/A,N/A,N/A,N/A,0,0,N/A,http://www.ufc.com/athlete/chris-coggins,0,10,0,7,N/A,N/A,N/A
Takeshi Yamazaki,N/A,N/A,N/A,N/A,68,139,N/A,http://www.ufc.com/athlete/takeshi-yamazaki,3,12,0,15,N/A,N/A,Southpaw
Tomoya Miyashita,N/A,N/A,N/A,N/A,67,139,N/A,http://www.ufc.com/athlete/tomoya-miyashita,7,9,0,17,N/A,N/A,Southpaw
Hidehiko Hasegawa,N/A,46,7/13/1978,N/A,69,170,N/A,http://www.ufc.com/athlete/hidehiko-hasegawa,6,20,0,19,N/A,N/A,N/A
Jonathan Rivera,N/A,N/A,N/A,N/A,0,155,N/A,http://www.ufc.com/athlete/jonathan-rivera,0,2,0,4,N/A,N/A,N/A
Francois Botha,White Buffalo,56,9/28/1968,N/A,74,260,N/A,http://www.ufc.com/athlete/francois-botha,0,1,0,0,N/A,N/A,Orthodox
John Yoo,N/A,N/A,N/A,N/A,0,135,N/A,http://www.ufc.com/athlete/john-yoo,0,1,0,0,N/A,N/A,N/A
Artur Oumakhanov,N/A,45,2/27/1979,N/A,67,154,N/A,http://www.ufc.com/athlete/artur-oumakhanov,0,6,0,9,N/A,N/A,Orthodox
Kazuyuki Miyata,N/A,N/A,N/A,N/A,68,139,N/A,http://www.ufc.com/athlete/kazuyuki-miyata,0,9,0,15,N/A,N/A,Orthodox
Masakatsu Funaki,N/A,55,3/13/1969,N/A,72,185,N/A,http://www.ufc.com/athlete/masakatsu-funaki,2,13,0,39,N/A,N/A,Southpaw
Ivan Cole,JP,34,11/30/1990,N/A,69,135,N/A,http://www.ufc.com/athlete/ivan-cole,0,3,0,2,N/A,N/A,N/A
Tomohiko Hashimoto,N/A,N/A,N/A,N/A,72,250,N/A,http://www.ufc.com/athlete/tomohiko-hashimoto,0,4,0,1,N/A,N/A,Orthodox
Pete Rogers Jr.,The Heat,N/A,N/A,N/A,72,145,N/A,http://www.ufc.com/athlete/pete-rogers-jr.,0,4,0,2,N/A,N/A,N/A
Roy Boughton,Black Dynamite,N/A,N/A,N/A,72,205,N/A,http://www.ufc.com/athlete/roy-boughton,0,8,0,14,N/A,N/A,N/A
Artenus Young,N/A,44,7/16/1980,N/A,0,205,N/A,http://www.ufc.com/athlete/artenus-young,0,12,0,10,N/A,N/A,N/A
Motoki Miyazawa,N/A,N/A,N/A,N/A,71,168,N/A,http://www.ufc.com/athlete/motoki-miyazawa,0,3,0,7,N/A,N/A,Southpaw
Raquel Pa'aluhi,Rocky,N/A,N/A,N/A,67,135,N/A,http://www.ufc.com/athlete/raquel-pa'aluhi,0,5,0,6,N/A,N/A,N/A
Jeremiah Constant,N/A,50,7/19/1974,N/A,73,240,N/A,http://www.ufc.com/athlete/jeremiah-constant,0,8,1,11,N/A,N/A,Orthodox
Tim Roman,N/A,39,6/8/1985,N/A,73,170,N/A,http://www.ufc.com/athlete/tim-roman,0,4,0,3,N/A,N/A,N/A
